tconst,category,titleType,primaryTitle,isAdult,startYear,runtimeMinutes,genres,primaryName,averageRating,numVotes,title,region
tt0000591,actor,movie,The Prodigal Son,0,1907,90.0,Drama,Georges Wague,5.7,28,L'enfant prodigue,FR
tt0000591,actor,movie,The Prodigal Son,0,1907,90.0,Drama,Henri Gouget,5.7,28,L'enfant prodigue,FR
tt0000591,actress,movie,The Prodigal Son,0,1907,90.0,Drama,Christiane Mandelys,5.7,28,L'enfant prodigue,FR
tt0000591,actress,movie,The Prodigal Son,0,1907,90.0,Drama,Gilberte Sergy,5.7,28,L'enfant prodigue,FR
tt0001285,actor,movie,The Life of Moses,0,1909,50.0,"Biography,Drama,Family",Pat Hartigan,5.5,63,La Vie de Moïse,FR
tt0001285,actress,movie,The Life of Moses,0,1909,50.0,"Biography,Drama,Family",Julia Arthur,5.5,63,La Vie de Moïse,FR
tt0001285,actor,movie,The Life of Moses,0,1909,50.0,"Biography,Drama,Family",William Humphrey,5.5,63,La Vie de Moïse,FR
tt0001285,actor,movie,The Life of Moses,0,1909,50.0,"Biography,Drama,Family",Charles Kent,5.5,63,La Vie de Moïse,FR
tt0001285,actress,movie,The Life of Moses,0,1909,50.0,"Biography,Drama,Family",Edith Storey,5.5,63,La Vie de Moïse,FR
tt0001614,actor,movie,The Four Devils,0,1911,60.0,Drama,Robert Dinesen,6.5,43,Les Quatre Diables,FR
tt0001614,actress,movie,The Four Devils,0,1911,60.0,Drama,Edith Buemann,6.5,43,Les Quatre Diables,FR
tt0001614,actress,movie,The Four Devils,0,1911,60.0,Drama,Tilley Christiansen,6.5,43,Les Quatre Diables,FR
tt0001614,actor,movie,The Four Devils,0,1911,60.0,Drama,Carl Rosenbaum,6.5,43,Les Quatre Diables,FR
tt0001614,actress,movie,The Four Devils,0,1911,60.0,Drama,Agis Winding,6.5,43,Les Quatre Diables,FR
tt0001614,actor,movie,The Four Devils,0,1911,60.0,Drama,Einar Rosenbaum,6.5,43,Les Quatre Diables,FR
tt0001614,actor,movie,The Four Devils,0,1911,60.0,Drama,Alfred Lind,6.5,43,Les Quatre Diables,FR
tt0001614,actor,movie,The Four Devils,0,1911,60.0,Drama,Carré,6.5,43,Les Quatre Diables,FR
tt0001614,actor,movie,The Four Devils,0,1911,60.0,Drama,Aage Hertel,6.5,43,Les Quatre Diables,FR
tt0001614,actress,movie,The Four Devils,0,1911,60.0,Drama,Lili Lani,6.5,43,Les Quatre Diables,FR
tt0001790,actor,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Henry Krauss,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actor,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Henri Étiévant,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actress,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Maria Ventura,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actress,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Mistinguett,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actress,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Maria Fromet,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actor,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Gabriel de Gravone,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actor,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Émile Mylo,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actress,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Delphine Renot,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actor,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Jean Angelo,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0001790,actor,movie,"Les Misérables, Part 1: Jean Valjean",0,1913,60.0,Drama,Anthonin,6.0,53,Les misérables - Époque 1: Jean Valjean,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Salvatore Papa,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Arturo Pirovano,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Giuseppe de Liguoro,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Giuseppe de Liguoro,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Giuseppe de Liguoro,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Pier Delle Vigne,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Augusto Milla,7.0,3651,L'Enfer,FR
tt0002130,actor,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Attilio Motta,7.0,3651,L'Enfer,FR
tt0002130,actress,movie,Dante's Inferno,0,1911,71.0,"Adventure,Drama,Fantasy",Emilise Beretta,7.0,3651,L'Enfer,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",R. Henderson Bland,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",Percy Dyer,5.8,659,De la crèche à la croix,FR
tt0002199,actress,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",Gene Gauntier,5.8,659,De la crèche à la croix,FR
tt0002199,actress,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",Alice Hollister,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",Samuel Morgan,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",James D. Ainsley,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",Robert G. Vignola,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",George Kellog,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",J.P. McGowan,5.8,659,De la crèche à la croix,FR
tt0002199,actor,movie,From the Manger to the Cross,0,1912,71.0,"Biography,Drama",Sidney Baber,5.8,659,De la crèche à la croix,FR
tt0002423,actress,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Pola Negri,6.6,1036,La Du Barry,FR
tt0002423,actress,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Pola Negri,6.6,1036,Madame du Barry,FR
tt0002423,actress,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Pola Negri,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Emil Jannings,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Emil Jannings,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Emil Jannings,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Harry Liedtke,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Harry Liedtke,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Harry Liedtke,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Eduard von Winterstein,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Eduard von Winterstein,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Eduard von Winterstein,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Reinhold Schünzel,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Reinhold Schünzel,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Reinhold Schünzel,6.6,1036,Passion,FR
tt0002423,actress,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Else Berna,6.6,1036,La Du Barry,FR
tt0002423,actress,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Else Berna,6.6,1036,Madame du Barry,FR
tt0002423,actress,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Else Berna,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Fred Immler,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Fred Immler,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Fred Immler,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Gustav Czimeg,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Gustav Czimeg,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Gustav Czimeg,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Karl Platen,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Karl Platen,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Karl Platen,6.6,1036,Passion,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Bernhard Goetzke,6.6,1036,La Du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Bernhard Goetzke,6.6,1036,Madame du Barry,FR
tt0002423,actor,movie,Passion,0,1919,113.0,"Biography,Drama,Romance",Bernhard Goetzke,6.6,1036,Passion,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Amleto Novelli,6.1,467,Quo Vadis?,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Gustavo Serena,6.1,467,Quo Vadis?,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Carlo Cattaneo,6.1,467,Quo Vadis?,FR
tt0002445,actress,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Amelia Cattaneo,6.1,467,Quo Vadis?,FR
tt0002445,actress,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Lea Giunchi,6.1,467,Quo Vadis?,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Bruto Castellani,6.1,467,Quo Vadis?,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Augusto Mastripietri,6.1,467,Quo Vadis?,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Cesare Moltini,6.1,467,Quo Vadis?,FR
tt0002445,actress,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Olga Brandini,6.1,467,Quo Vadis?,FR
tt0002445,actor,movie,Quo Vadis?,0,1913,120.0,"Drama,History",Ignazio Lupi,6.1,467,Quo Vadis?,FR
tt0002461,actor,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Robert Gemp,5.7,331,Richard III,FR
tt0002461,actor,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Frederick Warde,5.7,331,Richard III,FR
tt0002461,actor,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Albert Gardner,5.7,331,Richard III,FR
tt0002461,actor,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,James Keane,5.7,331,Richard III,FR
tt0002461,actor,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,George Moss,5.7,331,Richard III,FR
tt0002461,actor,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Howard Stuart,5.7,331,Richard III,FR
tt0002461,actress,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Virginia Rankin,5.7,331,Richard III,FR
tt0002461,actress,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Violet Stuart,5.7,331,Richard III,FR
tt0002461,actress,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Carey Lee,5.7,331,Richard III,FR
tt0002461,actress,movie,The Life and Death of King Richard III,0,1912,55.0,Drama,Carlotta De Felice,5.7,331,Richard III,FR
tt0002514,actress,movie,Saved in Mid-Air,0,1912,60.0,Drama,Lili Beck,4.9,18,Le masque noir,FR
tt0002514,actor,movie,Saved in Mid-Air,0,1912,60.0,Drama,Victor Sjöström,4.9,18,Le masque noir,FR
tt0002514,actor,movie,Saved in Mid-Air,0,1912,60.0,Drama,John Ekman,4.9,18,Le masque noir,FR
tt0002514,actor,movie,Saved in Mid-Air,0,1912,60.0,Drama,Gunnel Holzhausen,4.9,18,Le masque noir,FR
tt0002514,actor,movie,Saved in Mid-Air,0,1912,60.0,Drama,Gunnar Norberg,4.9,18,Le masque noir,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Alexandre Arquillière,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Charles Krauss,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",André Liabel,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actress,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Josette Andriot,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actress,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Olga Demidoff,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Paul Guidé,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Émile Keppens,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actress,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Maryse Dauvray,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Camille Bardou,6.0,51,Zigomar contre Nick Carter,FR
tt0002588,actor,movie,Zigomar contre Nick Carter,0,1912,48.0,"Crime,Thriller",Léon Durac,6.0,51,Zigomar contre Nick Carter,FR
tt0002605,actress,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Kathlyn Williams,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Charles Clary,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Horace B. Carpenter,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Lafe McKee,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Tom Santschi,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actress,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Goldie Colwell,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Franklyn Hall,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actress,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Effie Sackville,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Roy Watson,5.6,45,Les aventures de Kathlyn,FR
tt0002605,actor,movie,The Adventures of Kathlyn,0,1913,300.0,Adventure,Charles Courtwright,5.6,45,Les aventures de Kathlyn,FR
tt0002646,actor,movie,Atlantis,0,1913,121.0,Drama,Olaf Fønss,6.5,500,Atlantis,FR
tt0002646,actress,movie,Atlantis,0,1913,121.0,Drama,Ida Orloff,6.5,500,Atlantis,FR
tt0002646,actress,movie,Atlantis,0,1913,121.0,Drama,Ebba Thomsen,6.5,500,Atlantis,FR
tt0002646,actor,movie,Atlantis,0,1913,121.0,Drama,Carl Lauritzen,6.5,500,Atlantis,FR
tt0002646,actress,movie,Atlantis,0,1913,121.0,Drama,Alma Hinding,6.5,500,Atlantis,FR
tt0002646,actress,movie,Atlantis,0,1913,121.0,Drama,Marie Dinesen,6.5,500,Atlantis,FR
tt0002646,actor,movie,Atlantis,0,1913,121.0,Drama,Frederik Jacobsen,6.5,500,Atlantis,FR
tt0002646,actor,movie,Atlantis,0,1913,121.0,Drama,Charles Unthan,6.5,500,Atlantis,FR
tt0002646,actor,movie,Atlantis,0,1913,121.0,Drama,Torben Meyer,6.5,500,Atlantis,FR
tt0002646,actor,movie,Atlantis,0,1913,121.0,Drama,Cajus Bruun,6.5,500,Atlantis,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Willard Mack,6.6,41,Le Désastre,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Charles Edler,6.6,41,Le Désastre,FR
tt0002669,actress,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Ann Little,6.6,41,Le Désastre,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Joe King,6.6,41,Le Désastre,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Burton L. King,6.6,41,Le Désastre,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Herschel Mayall,6.6,41,Le Désastre,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",Walter Edwards,6.6,41,Le Désastre,FR
tt0002669,actor,movie,The Battle of Gettysburg,0,1913,48.0,"Drama,War",J. Barney Sherry,6.6,41,Le Désastre,FR
